Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     238/361         std::less<int>::operator()(int const&, int const&) const [52]
                0.00    0.00     166/166         std::_Rb_tree<int, std::pair<int const, char>, std::_Select1st<std::pair<int const, char> >, std::less<int>, std::allocator<std::pair<int const, char> > >::_S_left(std::_Rb_tree_node_base*) [61]
                0.00    0.00     121/412         std::_Rb_tree_iterator<std::pair<int const, char> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<int const, char> >*) [51]
                0.00    0.00      72/72          std::_Rb_tree<int, std::pair<int const, char>, std::_Select1st<std::pair<int const, char> >, std::less<int>, std::allocator<std::pair<int const, char> > >::_S_right(std::_Rb_tree_node_base*) [85]
-----------------------------------------------
                0.00    0.00     119/119         std::map<int, char, std::less<int>, std::allocator<std::pair<int const, char> > >::operator[](int const&) [69]
[72]     0.0    0.00    0.00     119         std::map<int, char, std::less<int>, std::allocator<std::pair<int const, char> > >::key_comp() const [72]
                0.00    0.00     119/119         std::_Rb_tree<int, std::pair<int const, char>, std::_Select1st<std::pair<int const, char> >, std::less<int>, std::allocator<std::pair<int const, char> > >::key_comp() const [73]
-----------------------------------------------
                0.00    0.00     119/119         std::map<int, char, std::less<int>, std::allocator<std::pair<int const, char> > >::key_comp() const [72]
[73]     0.0    0.00    0.00     119         std::_Rb_tree<int, std::pair<int const, char>, std::_Select1st<std::pair<int const, char> >, std::less<int>, std::allocator<std::pair<int const, char> > >::key_comp() const [73]
-----------------------------------------------
                0.00    0.00     117/117         CORE::Input::UpdateAll() [116]
[74]     0.0    0.00    0.00     117         std::_Rb_tree_iterator<std::pair<int const, char> >::operator!=(std::_Rb_tree_iterator<std::pair<int const, char> > const&) const [74]
-----------------------------------------------
                0.00    0.00     102/102         bool __gnu_cxx::operator==<STATE::iGameState* const*, std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> > >(__gnu_cxx::__normal_iterator<STATE::iGameState* const*, std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> > > const&, __gnu_cxx::__normal_iterator<STATE::iGameState* const*, std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> > > const&) [87]
[75]     0.0    0.00    0.00     102         __gnu_cxx::__normal_iterator<STATE::iGameState* const*, std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> > >::base() const [75]
-----------------------------------------------
                0.00    0.00      96/96          std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> >::back() const [78]
[76]     0.0    0.00    0.00      96         __gnu_cxx::__normal_iterator<STATE::iGameState* const*, std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> > >::operator*() const [76]
-----------------------------------------------
                0.00    0.00      96/96          std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> >::back() const [78]
[77]     0.0    0.00    0.00      96         __gnu_cxx::__normal_iterator<STATE::iGameState* const*, std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> > >::operator-(int const&) const [77]
                0.00    0.00      96/294         __gnu_cxx::__normal_iterator<STATE::iGameState* const*, std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> > >::__normal_iterator(STATE::iGameState* const* const&) [53]
-----------------------------------------------
                0.00    0.00      96/96          STATE::cGameStateManager::GetCurrent() const [95]
[78]     0.0    0.00    0.00      96         std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> >::back() const [78]
                0.00    0.00      96/147         std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> >::end() const [62]
                0.00    0.00      96/96          __gnu_cxx::__normal_iterator<STATE::iGameState* const*, std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> > >::operator-(int const&) const [77]
                0.00    0.00      96/96          __gnu_cxx::__normal_iterator<STATE::iGameState* const*, std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> > >::operator*() const [76]
-----------------------------------------------
                0.00    0.00       1/89          int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<std::move_iterator<int*> >(unsigned int, std::move_iterator<int*>, std::move_iterator<int*>) [532]
                0.00    0.00       1/89          std::vector<int, std::allocator<int> >::reserve(unsigned int) [533]
                0.00    0.00      15/89          void std::vector<int, std::allocator<int> >::_M_insert_aux<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [210]
                0.00    0.00      72/89          std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [83]
[79]     0.0    0.00    0.00      89         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [79]
-----------------------------------------------
                0.00    0.00      78/78          void std::_Destroy<int*>(int*, int*) [81]
[80]     0.0    0.00    0.00      78         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [80]
-----------------------------------------------
                0.00    0.00      78/78          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [82]
[81]     0.0    0.00    0.00      78         void std::_Destroy<int*>(int*, int*) [81]
                0.00    0.00      78/78          void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [80]
-----------------------------------------------
                0.00    0.00       1/78          std::vector<int, std::allocator<int> >::reserve(unsigned int) [533]
                0.00    0.00       5/78          void std::vector<int, std::allocator<int> >::_M_insert_aux<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [210]
                0.00    0.00      72/78          std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [83]
[82]     0.0    0.00    0.00      78         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [82]
                0.00    0.00      78/78          void std::_Destroy<int*>(int*, int*) [81]
-----------------------------------------------
                0.00    0.00      72/72          std::vector<int, std::allocator<int> >::clear() [84]
[83]     0.0    0.00    0.00      72         std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [83]
                0.00    0.00      72/89          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [79]
                0.00    0.00      72/78          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [82]
-----------------------------------------------
                0.00    0.00      24/72          GFX::cTextureMesh::Destroy() [111]
                0.00    0.00      48/72          CORE::Input::UpdateAll() [116]
[84]     0.0    0.00    0.00      72         std::vector<int, std::allocator<int> >::clear() [84]
                0.00    0.00      72/72          std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [83]
-----------------------------------------------
                0.00    0.00      72/72          std::_Rb_tree<int, std::pair<int const, char>, std::_Select1st<std::pair<int const, char> >, std::less<int>, std::allocator<std::pair<int const, char> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, char> >*, std::_Rb_tree_node<std::pair<int const, char> >*, int const&) [71]
[85]     0.0    0.00    0.00      72         std::_Rb_tree<int, std::pair<int const, char>, std::_Select1st<std::pair<int const, char> >, std::less<int>, std::allocator<std::pair<int const, char> > >::_S_right(std::_Rb_tree_node_base*) [85]
-----------------------------------------------
                0.00    0.00      69/69          CORE::Input::UpdateAll() [116]
[86]     0.0    0.00    0.00      69         std::_Rb_tree_iterator<std::pair<int const, char> >::operator++() [86]
-----------------------------------------------
                0.00    0.00      51/51          std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> >::empty() const [89]
[87]     0.0    0.00    0.00      51         bool __gnu_cxx::operator==<STATE::iGameState* const*, std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> > >(__gnu_cxx::__normal_iterator<STATE::iGameState* const*, std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> > > const&, __gnu_cxx::__normal_iterator<STATE::iGameState* const*, std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> > > const&) [87]
                0.00    0.00     102/102         __gnu_cxx::__normal_iterator<STATE::iGameState* const*, std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> > >::base() const [75]
-----------------------------------------------
                0.00    0.00      51/51          std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> >::empty() const [89]
[88]     0.0    0.00    0.00      51         std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> >::begin() const [88]
                0.00    0.00      51/294         __gnu_cxx::__normal_iterator<STATE::iGameState* const*, std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> > >::__normal_iterator(STATE::iGameState* const* const&) [53]
-----------------------------------------------
                0.00    0.00       1/51          STATE::cGameStateManager::PushState(STATE::iGameState*) [403]
                0.00    0.00       2/51          STATE::cGameStateManager::ClearAll() [402]
                0.00    0.00      48/51          STATE::cGameStateManager::GetCurrent() const [95]
[89]     0.0    0.00    0.00      51         std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> >::empty() const [89]
                0.00    0.00      51/147         std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> >::end() const [62]
                0.00    0.00      51/51          std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> >::begin() const [88]
                0.00    0.00      51/51          bool __gnu_cxx::operator==<STATE::iGameState* const*, std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> > >(__gnu_cxx::__normal_iterator<STATE::iGameState* const*, std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> > > const&, __gnu_cxx::__normal_iterator<STATE::iGameState* const*, std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> > > const&) [87]
-----------------------------------------------
                0.00    0.00       1/50          GFX::G2D::cTextureRegion::CopyTextureWrapper(GFX::cTextureWrapper const&) [17]
                0.00    0.00       1/50          GFX::G2D::cTextureRegion::SetRegionFromDimensionsTexXYWH(GFX::cTextureWrapper const&, int, int, int, int) [18]
                0.00    0.00      24/50          cMainGameState::Render(CORE::cGame*, float) [3]
                0.00    0.00      24/50          cMainGameState::BuildMotionBlurFrame(CORE::cGame*, float) [109]
[90]     0.0    0.00    0.00      50         GFX::cTextureWrapper::SetUV(float, float, float, float) [90]
-----------------------------------------------
                0.00    0.00       2/50          GFX::CreateMotionBlurTexture(GFX::cTextureWrapper&, int, int, int) [315]
                0.00    0.00      48/50          GFX::CopyBackbufferToTexture(GFX::cTextureWrapper&, int, int) [93]
[91]     0.0    0.00    0.00      50         GFX::cTextureWrapper::GetTextureFormat() const [91]
-----------------------------------------------
                0.00    0.00       1/49          std::pair<std::_Rb_tree_iterator<std::pair<int const, char> >, bool> std::_Rb_tree<int, std::pair<int const, char>, std::_Select1st<std::pair<int const, char> >, std::less<int>, std::allocator<std::pair<int const, char> > >::_M_insert_unique<std::pair<int const, char> >(std::pair<int const, char>&&) [556]
                0.00    0.00      48/49          std::map<int, char, std::less<int>, std::allocator<std::pair<int const, char> > >::begin() [97]
[92]     0.0    0.00    0.00      49         std::_Rb_tree<int, std::pair<int const, char>, std::_Select1st<std::pair<int const, char> >, std::less<int>, std::allocator<std::pair<int const, char> > >::begin() [92]
                0.00    0.00      49/412         std::_Rb_tree_iterator<std::pair<int const, char> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<int const, char> >*) [51]
-----------------------------------------------
                0.00    0.00      24/48          cMainGameState::BuildLightMask(CORE::cGame*, float) [12]
                0.00    0.00      24/48          cMainGameState::BuildMotionBlurFrame(CORE::cGame*, float) [109]
[93]     0.0    0.00    0.00      48         GFX::CopyBackbufferToTexture(GFX::cTextureWrapper&, int, int) [93]
                0.00    0.00      48/18289       GFX::cTextureWrapper::GetID() const [38]
                0.00    0.00      48/50          GFX::cTextureWrapper::GetTextureFormat() const [91]
-----------------------------------------------
                0.00    0.00      48/48          cMainGameState::HandleInput(CORE::cGame*) [108]
[94]     0.0    0.00    0.00      48         CORE::Input::GetKeyState(int) [94]
                0.00    0.00      96/121         std::map<int, char, std::less<int>, std::allocator<std::pair<int const, char> > >::operator[](int const&) [69]
-----------------------------------------------
                0.00    0.00      48/48          CORE::cGame::MainLoop() [4]
[95]     0.0    0.00    0.00      48         STATE::cGameStateManager::GetCurrent() const [95]
                0.00    0.00      96/96          std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> >::back() const [78]
                0.00    0.00      48/51          std::vector<STATE::iGameState*, std::allocator<STATE::iGameState*> >::empty() const [89]
-----------------------------------------------
                0.00    0.00      48/48          CORE::Input::UpdateAll() [116]
[96]     0.0    0.00    0.00      48         std::vector<_SDL_Joystick*, std::allocator<_SDL_Joystick*> >::size() const [96]
-----------------------------------------------
                0.00    0.00      48/48          CORE::Input::UpdateAll() [116]
[97]     0.0    0.00    0.00      48         std::map<int, char, std::less<int>, std::allocator<std::pair<int const, char> > >::begin() [97]
                0.00    0.00      48/49          std::_Rb_tree<int, std::pair<int const, char>, std::_Select1st<std::pair<int const, char> >, std::less<int>, std::allocator<std::pair<int const, char> > >::begin() [92]
-----------------------------------------------
                0.00    0.00       1/38          GFX::cTextureMesh::Vertex* std::vector<GFX::cTextureMesh::Vertex, std::allocator<GFX::cTextureMesh::Vertex> >::_M_allocate_and_copy<std::move_iterator<GFX::cTextureMesh::Vertex*> >(unsigned int, std::move_iterator<GFX::cTextureMesh::Vertex*>, std::move_iterator<GFX::cTextureMesh::Vertex*>) [511]
                0.00    0.00       1/38          std::vector<GFX::cTextureMesh::Vertex, std::allocator<GFX::cTextureMesh::Vertex> >::reserve(unsigned int) [512]
                0.00    0.00      12/38          void std::vector<GFX::cTextureMesh::Vertex, std::allocator<GFX::cTextureMesh::Vertex> >::_M_insert_aux<GFX::cTextureMesh::Vertex const&>(__gnu_cxx::__normal_iterator<GFX::cTextureMesh::Vertex*, std::vector<GFX::cTextureMesh::Vertex, std::allocator<GFX::cTextureMesh::Vertex> > >, GFX::cTextureMesh::Vertex const&) [231]
                0.00    0.00      24/38          std::vector<GFX::cTextureMesh::Vertex, std::allocator<GFX::cTextureMesh::Vertex> >::_M_erase_at_end(GFX::cTextureMesh::Vertex*) [125]
[98]     0.0    0.00    0.00      38         std::_Vector_base<GFX::cTextureMesh::Vertex, std::allocator<GFX::cTextureMesh::Vertex> >::_M_get_Tp_allocator() [98]
-----------------------------------------------
                0.00    0.00      33/33          std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [100]
[99]     0.0    0.00    0.00      33         std::_Iter_base<int*, false>::_S_base(int*) [99]
-----------------------------------------------
                0.00    0.00      33/33          int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [153]
[100]    0.0    0.00    0.00      33         std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [100]
                0.00    0.00      33/33          std::_Iter_base<int*, false>::_S_base(int*) [99]
-----------------------------------------------
                0.00    0.00      29/29          void std::_Destroy<GFX::cTextureMesh::Vertex*>(GFX::cTextureMesh::Vertex*, GFX::cTextureMesh::Vertex*) [102]
[101]    0.0    0.00    0.00      29         void std::_Destroy_aux<true>::__destroy<GFX::cTextureMesh::Vertex*>(GFX::cTextureMesh::Vertex*, GFX::cTextureMesh::Vertex*) [101]
-----------------------------------------------
                0.00    0.00      29/29          void std::_Destroy<GFX::cTextureMesh::Vertex*, GFX::cTextureMesh::Vertex>(GFX::cTextureMesh::Vertex*, GFX::cTextureMesh::Vertex*, std::allocator<GFX::cTextureMesh::Vertex>&) [103]
[102]    0.0    0.00    0.00      29         void std::_Destroy<GFX::cTextureMesh::Vertex*>(GFX::cTextureMesh::Vertex*, GFX::cTextureMesh::Vertex*) [102]
                0.00    0.00      29/29          void std::_Destroy_aux<true>::__destroy<GFX::cTextureMesh::Vertex*>(GFX::cTextureMesh::Vertex*, GFX::cTextureMesh::Vertex*) [101]
-----------------------------------------------
                0.00    0.00       1/29          std::vector<GFX::cTextureMesh::Vertex, std::allocator<GFX::cTextureMesh::Vertex> >::reserve(unsigned int) [512]
                0.00    0.00       4/29          void std::vector<GFX::cTextureMesh::Vertex, std::allocator<GFX::cTextureMesh::Vertex> >::_M_insert_aux<GFX::cTextureMesh::Vertex const&>(__gnu_cxx::__normal_iterator<GFX::cTextureMesh::Vertex*, std::vector<GFX::cTextureMesh::Vertex, std::allocator<GFX::cTextureMesh::Vertex> > >, GFX::cTextureMesh::Vertex const&) [231]
                0.00    0.00      24/29          std::vector<GFX::cTextureMesh::Vertex, std::allocator<GFX::cTextureMesh::Vertex> >::_M_erase_at_end(GFX::cTextureMesh::Vertex*) [125]
[103]    0.0    0.00    0.00      29         void std::_Destroy<GFX::cTextureMesh::Vertex*, GFX::cTextureMesh::Vertex>(GFX::cTextureMesh::Vertex*, GFX::cTextureMesh::Vertex*, std::allocator<GFX::cTextureMesh::Vertex>&) [103]
                0.00    0.00      29/29          void std::_Destroy<GFX::cTextureMesh::Vertex*>(GFX::cTextureMesh::Vertex*, GFX::cTextureMesh::Vertex*) [102]
-----------------------------------------------
                0.00    0.00       3/27          GFX::cTexture::RegisterGL() [248]
                0.00    0.00       6/27          __gnu_cxx::__exchange_and_add_dispatch(int*, int) [961]
                0.00    0.00       6/27          __gnu_cxx::__mutex::__mutex() [254]
                0.00    0.00       6/27          __gnu_cxx::__mutex::~__mutex() [255]
                0.00    0.00       6/27          std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)1>::_M_release() [283]
[104]    0.0    0.00    0.00      27         GFX::cImage::ConvertPixelFormat() [104]
-----------------------------------------------
                0.00    0.00       9/27          GFX::cTexture::cTexture(std::string const&) [250]
                0.00    0.00      18/27          GFX::cTexture::RegisterGL() [248]
[105]    0.0    0.00    0.00      27         std::__shared_ptr<GFX::cImage, (__gnu_cxx::_Lock_policy)1>::operator->() const [105]
-----------------------------------------------
                0.00    0.00      27/27          std::_Niter_base<GFX::cTextureMesh::Vertex*>::iterator_type std::__niter_base<GFX::cTextureMesh::Vertex*>(GFX::cTextureMesh::Vertex*) [107]
[106]    0.0    0.00    0.00      27         std::_Iter_base<GFX::cTextureMesh::Vertex*, false>::_S_base(GFX::cTextureMesh::Vertex*) [106]
-----------------------------------------------
                0.00    0.00      27/27          GFX::cTextureMesh::Vertex* std::__copy_move_a2<true, GFX::cTextureMesh::Vertex*, GFX::cTextureMesh::Vertex*>(GFX::cTextureMesh::Vertex*, GFX::cTextureMesh::Vertex*, GFX::cTextureMesh::Vertex*) [165]
[107]    0.0    0.00    0.00      27         std::_Niter_base<GFX::cTextureMesh::Vertex*>::iterator_type std::__niter_base<GFX::cTextureMesh::Vertex*>(GFX::cTextureMesh::Vertex*) [107]
                0.00    0.00      27/27          std::_Iter_base<GFX::cTextureMesh::Vertex*, false>::_S_base(GFX::cTextureMesh::Vertex*) [106]
-----------------------------------------------
                0.00    0.00      24/24          cMainGameState::Update(CORE::cGame*, float) [110]
[108]    0.0    0.00    0.00      24         cMainGameState::HandleInput(CORE::cGame*) [108]
                0.00    0.00      48/48          CORE::Input::GetKeyState(int) [94]
                0.00    0.00      24/24          CORE::cGame::GetInput() [117]
                0.00    0.00      24/24          CORE::Input::OnKeyDown(int) [115]
                0.00    0.00       1/1           CORE::cGame::EndGame() [391]
-----------------------------------------------
                0.00    0.00      24/24          cMainGameState::Render(CORE::cGame*, float) [3]
[109]    0.0    0.00    0.00      24         cMainGameState::BuildMotionBlurFrame(CORE::cGame*, float) [109]
                0.00    0.00      48/246         CORE::cGame::GetSDLState() [54]
                0.00    0.00      24/18289       GFX::cTextureWrapper::GetID() const [38]
                0.00    0.00      24/48          GFX::CopyBackbufferToTexture(GFX::cTextureWrapper&, int, int) [93]
                0.00    0.00      24/50          GFX::cTextureWrapper::SetUV(float, float, float, float) [90]
-----------------------------------------------
                0.00    0.00      24/24          CORE::cGame::MainLoop() [4]
[110]    0.0    0.00    0.00      24         cMainGameState::Update(CORE::cGame*, float) [110]
                0.00    0.00      24/24          cMainGameState::HandleInput(CORE::cGame*) [108]
-----------------------------------------------
                0.00    0.00      24/24          GFX::G2D::cSpriteBatch::Begin() [113]
[111]    0.0    0.00    0.00      24         GFX::cTextureMesh::Destroy() [111]
                0.00    0.00      24/24          std::vector<GFX::cTextureMesh::Vertex, std::allocator<GFX::cTextureMesh::Vertex> >::clear() [126]
                0.00    0.00      24/72          std::vector<int, std::allocator<int> >::clear() [84]
-----------------------------------------------
                0.00    0.00      24/24          cMainGameState::RenderMain(CORE::cGame*, float) [8]
[112]    0.0    0.00    0.00      24         GFX::G2D::cSpriteBatch::End() [112]
                0.00    0.00      24/8496        GFX::G2D::cSpriteBatch::RenderMesh() [49]
-----------------------------------------------
                0.00    0.00      24/24          cMainGameState::RenderMain(CORE::cGame*, float) [8]
[113]    0.0    0.00    0.00      24         GFX::G2D::cSpriteBatch::Begin() [113]
                0.00    0.00      24/24          GFX::cTextureMesh::Destroy() [111]
-----------------------------------------------
                0.00    0.00      24/24          cMainGameState::RenderMain(CORE::cGame*, float) [8]
[114]    0.0    0.00    0.00      24         GFX::G2D::cSpriteBatch::SetColor(float, float, float, float) [114]
                0.00    0.00      24/24          Color4::Color4(float, float, float, float) [120]
-----------------------------------------------
                0.00    0.00      24/24          cMainGameState::HandleInput(CORE::cGame*) [108]
[115]    0.0    0.00    0.00      24         CORE::Input::OnKeyDown(int) [115]
                0.00    0.00      24/121         std::map<int, char, std::less<int>, std::allocator<std::pair<int const, char> > >::operator[](int const&) [69]
-----------------------------------------------
                0.00    0.00      24/24          CORE::cGame::MainLoop() [4]
[116]    0.0    0.00    0.00      24         CORE::Input::UpdateAll() [116]
                0.00    0.00     139/139         std::_Rb_tree_iterator<std::pair<int const, char> >::operator->() const [63]
                0.00    0.00     117/238         std::map<int, char, std::less<int>, std::allocator<std::pair<int const, char> > >::end() [57]
                0.00    0.00     117/117         std::_Rb_tree_iterator<std::pair<int const, char> >::operator!=(std::_Rb_tree_iterator<std::pair<int const, char> > const&) const [74]
                0.00    0.00      69/69          std::_Rb_tree_iterator<std::pair<int const, char> >::operator++() [86]
                0.00    0.00      48/48          std::map<int, char, std::less<int>, std::allocator<std::pair<int const, char> > >::begin() [97]
                0.00    0.00      48/48          std::vector<_SDL_Joystick*, std::allocator<_SDL_Joystick*> >::size() const [96]
                0.00    0.00      48/72          std::vector<int, std::allocator<int> >::clear() [84]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::operator[](unsigned int) [534]
                0.00    0.00       1/44806       std::vector<int, std::allocator<int> >::size() const [23]
-----------------------------------------------
                0.00    0.00      24/24          cMainGameState::HandleInput(CORE::cGame*) [108]
[117]    0.0    0.00    0.00      24         CORE::cGame::GetInput() [117]
-----------------------------------------------
                0.00    0.00      24/24          CORE::cGame::MainLoop() [4]
[118]    0.0    0.00    0.00      24         CORE::cTimer::GetTicksDelta() [118]
-----------------------------------------------
                0.00    0.00      24/24          cMainGameState::RenderMain(CORE::cGame*, float) [8]
[119]    0.0    0.00    0.00      24         MATH::cRectf::cRectf(float, float, float, float) [119]
                0.00    0.00      48/10048       MATH::Vec2f::Vec2f(float, float) [40]
-----------------------------------------------
                0.00    0.00      24/24          GFX::G2D::cSpriteBatch::SetColor(float, float, float, float) [114]
[120]    0.0    0.00    0.00      24         Color4::Color4(float, float, float, float) [120]
-----------------------------------------------
                0.00    0.00      24/24          cTileLevel::Render(CORE::cGame*, float, GFX::G2D::cSpriteBatch&, MATH::cRectf const&) [7]
[121]    0.0    0.00    0.00      24         MATH::cRectf::Top() const [121]
-----------------------------------------------
                0.00    0.00      24/24          cTileLevel::Render(CORE::cGame*, float, GFX::G2D::cSpriteBatch&, MATH::cRectf const&) [7]
[122]    0.0    0.00    0.00      24         MATH::cRectf::Left() const [122]
-----------------------------------------------
                0.00    0.00      24/24          cTileLevel::Render(CORE::cGame*, float, GFX::G2D::cSpriteBatch&, MATH::cRectf const&) [7]
[123]    0.0    0.00    0.00      24         MATH::cRectf::Right() const [123]
-----------------------------------------------
                0.00    0.00      24/24          cTileLevel::Render(CORE::cGame*, float, GFX::G2D::cSpriteBatch&, MATH::cRectf const&) [7]
[124]    0.0    0.00    0.00      24         MATH::cRectf::Bottom() const [124]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<GFX::cTextureMesh::Vertex, std::allocator<GFX::cTextureMesh::Vertex> >::clear() [126]
[125]    0.0    0.00    0.00      24         std::vector<GFX::cTextureMesh::Vertex, std::allocator<GFX::cTextureMesh::Vertex> >::_M_erase_at_end(GFX::cTextureMesh::Vertex*) [125]
                0.00    0.00      24/38          std::_Vector_base<GFX::cTextureMesh::Vertex, std::allocator<GFX::cTextureMesh::Vertex> >::_M_get_Tp_allocator() [98]
                0.00    0.00      24/29          void std::_Destroy<GFX::cTextureMesh::Vertex*, GFX::cTextureMesh::Vertex>(GFX::cTextureMesh::Vertex*, GFX::cTextureMesh::Vertex*, std::allocator<GFX::cTextureMesh::Vertex>&) [103]
-----------------------------------------------
                0.00    0.00      24/24          GFX::cTextureMesh::Destroy() [111]
[126]    0.0    0.00    0.00      24         std::vector<GFX::cTextureMesh::Vertex, std::allocator<GFX::cTextureMesh::Vertex> >::clear() [126]
                0.00    0.00      24/24          std::vector<GFX::cTextureMesh::Vertex, std::allocator<GFX::cTextureMesh::Vertex> >::_M_erase_at_end(GFX::cTextureMesh::Vertex*) [125]
-----------------------------------------------
                0.00    0.00      24/24          cMainGameState::BuildLightMask(CORE::cGame*, float) [12]
[127]    0.0    0.00    0.00      24         std::vector<GFX::cTexture, std::allocator<GFX::cTexture> >::operator[](unsigned int) [127]
-----------------------------------------------
                0.00    0.00      22/22          std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [129]
[128]    0.0    0.00    0.00      22         std::move_iterator<int*>::base() const [128]
-----------------------------------------------
                0.00    0.00      22/22          std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [131]
[129]    0.0    0.00    0.00      22         std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [129]
                0.00    0.00      22/22          std::move_iterator<int*>::base() const [128]
-----------------------------------------------
                0.00    0.00      22/22          std::move_iterator<int*> std::make_move_iterator<int*>(int* const&) [132]
[130]    0.0    0.00    0.00      22         std::move_iterator<int*>::move_iterator(int*) [130]
-----------------------------------------------
                0.00    0.00      22/22          int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [156]
[131]    0.0    0.00    0.00      22         std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [131]
                0.00    0.00      22/22          std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [129]
-----------------------------------------------
                0.00    0.00       2/22          std::vector<int, std::allocator<int> >::reserve(unsigned int) [533]
                0.00    0.00      20/22          int* std::__uninitialized_move_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [159]
[132]    0.0    0.00    0.00      22         std::move_iterator<int*> std::make_move_iterator<int*>(int* const&) [132]
                0.00    0.00      22/22          std::move_iterator<int*>::move_iterator(int*) [130]
-----------------------------------------------
                0.00    0.00      10/20          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [203]
                0.00    0.00      10/20          void std::vector<int, std::allocator<int> >::_M_insert_aux<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [210]
[133]    0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [133]
-----------------------------------------------
                0.00    0.00       1/19          std::pair<std::_Rb_tree_iterator<std::pair<int const, char> >, bool> std::_Rb_tree<int, std::pair<int const, char>, std::_Select1st<std::pair<int const, char> >, std::less<int>, std::allocator<std::pair<int const, char> > >::_M_insert_unique<std::pair<int const, char> >(std::pair<int const, char>&&) [556]
